,GEO_NAME,County_Population,non_white_total,perc_non_white,predrt
1975,"Swain County, NC",14254,4325,30.34236004,30.95
1976,"Transylvania County, NC",33513,1764,5.263629039,33.74
1977,"Tyrrell County, NC",4119,1585,38.48021364,32.09
1978,"Union County, NC",226694,32855,14.49310524,18.04
1979,"Vance County, NC",44482,23339,52.46841419,32.13
1980,"Wake County, NC",1046558,286637,27.38854416,18.74
1981,"Warren County, NC",20033,11415,56.98098138,33.55
1982,"Washington County, NC",12156,5818,47.86113853,34.15
1983,"Watauga County, NC",54117,1849,3.416671286,21.13
1984,"Wayne County, NC",124002,39831,32.12125611,27.34
1985,"Wilkes County, NC",68460,3606,5.267309378,28.76
1986,"Wilson County, NC",81336,33253,40.88349562,28.7
1987,"Yadkin County, NC",37665,1651,4.383379796,28.55
1988,"Yancey County, NC",17667,271,1.533933322,29.61
1989,"Adams County, ND",2351,156,6.635474266,23.41
1990,"Barnes County, ND",10836,475,4.38353636,24.02
1991,"Benson County, ND",6886,3875,56.27359861,33.72
1992,"Billings County, ND",946,16,1.691331924,20.46
1993,"Bottineau County, ND",6589,309,4.689634239,21.2
1994,"Bowman County, ND",3195,38,1.189358372,20.84
1995,"Burke County, ND",2213,35,1.581563488,25.33
1996,"Burleigh County, ND",93737,6194,6.607849622,22.98
1997,"Cass County, ND",174202,15928,9.143408227,22.33
1998,"Cavalier County, ND",3824,52,1.359832636,25.83
1999,"Dickey County, ND",4970,147,2.957746479,20.34
2000,"Divide County, ND",2369,119,5.023216547,25.1
2001,"Dunn County, ND",4387,551,12.55983588,25.28
2002,"Eddy County, ND",2313,176,7.609165586,29.27
2003,"Emmons County, ND",3352,37,1.103818616,24.55
2004,"Foster County, ND",3290,50,1.519756839,26.09
2005,"Golden Valley County, ND",1882,26,1.381509033,25.16
2006,"Grand Forks County, ND",70400,6579,9.345170455,23.38
2007,"Grant County, ND",2380,28,1.176470588,28.39
2008,"Griggs County, ND",2266,65,2.868490733,26.84
2009,"Hettinger County, ND",2576,96,3.726708075,28.51
2010,"Kidder County, ND",2460,21,0.853658537,27.43
2011,"LaMoure County, ND",4100,30,0.731707317,26.81
2012,"Logan County, ND",1927,8,0.415153088,23.86
2013,"McHenry County, ND",5927,106,1.788425848,24.36
2014,"McIntosh County, ND",2654,71,2.675207234,27.54
2015,"McKenzie County, ND",12536,1650,13.16209317,17.83
2016,"McLean County, ND",9608,766,7.972522898,25.91
2017,"Mercer County, ND",8570,360,4.200700117,18.82
2018,"Morton County, ND",30544,1509,4.940413829,16.55
2019,"Mountrail County, ND",10152,2974,29.29472025,18.1
2020,"Nelson County, ND",2920,9,0.308219178,26.18
2021,"Oliver County, ND",1837,63,3.429504627,33.97
2022,"Pembina County, ND",7016,240,3.420752566,22.67
2023,"Pierce County, ND",4210,195,4.631828979,24.55
2024,"Ramsey County, ND",11557,1318,11.40434369,23.48
2025,"Ransom County, ND",5361,92,1.716097743,20.87
2026,"Renville County, ND",2495,38,1.523046092,22.83
2027,"Richland County, ND",16288,475,2.916257367,19.19
2028,"Rolette County, ND",14603,11504,78.77833322,31.86
2029,"Sargent County, ND",3883,131,3.373680144,22.64
2030,"Sheridan County, ND",1405,11,0.782918149,26.98
2031,"Sioux County, ND",4413,3702,83.88851122,32.78
2032,"Slope County, ND",704,39,5.539772727,27
2033,"Stark County, ND",30876,1521,4.926156238,19.88
2034,"Steele County, ND",1910,11,0.57591623,22.75
2035,"Stutsman County, ND",21064,694,3.294720851,28.15
2036,"Towner County, ND",2246,94,4.185218166,24.86
2037,"Traill County, ND",8019,236,2.94301035,21.6
2038,"Walsh County, ND",10802,332,3.073504906,23.09
2039,"Ward County, ND",69034,5444,7.885969233,20.04
2040,"Wells County, ND",4055,13,0.320591862,23.23
2041,"Williams County, ND",34061,2490,7.31041367,18.88
2042,"Adams County, OH",27878,237,0.850132721,24.01
2043,"Allen County, OH",103642,13239,12.77377897,23.84
2044,"Ashland County, OH",53477,835,1.561418928,20.33
2045,"Ashtabula County, OH",98136,4393,4.476440858,24.25
2046,"Athens County, OH",65936,4067,6.168102402,23.01
2047,"Auglaize County, OH",45784,551,1.203477197,18.82
2048,"Belmont County, OH",68472,3229,4.715796238,24.38
2049,"Brown County, OH",43679,541,1.238581469,20.73
2050,"Butler County, OH",378294,43265,11.43687185,20.39
2051,"Carroll County, OH",27578,324,1.174849518,23.1
2052,"Champaign County, OH",38864,1062,2.732606011,18.93
2053,"Clark County, OH",135198,11831,8.750869096,27.35
2054,"Clermont County, OH",203216,5822,2.864931895,17.21
2055,"Clinton County, OH",41896,1102,2.630322704,21.2
2056,"Columbiana County, OH",104003,2561,2.462428968,23.34
2057,"Coshocton County, OH",36574,599,1.637775469,26.73
2058,"Crawford County, OH",42021,655,1.558744437,25.04
2059,"Cuyahoga County, OH",1253783,411995,32.86015204,33.35
2060,"Darke County, OH",51734,695,1.343410523,23.06
2061,"Defiance County, OH",38279,1039,2.714281982,19.79
2062,"Delaware County, OH",197008,18391,9.335153902,14.13
2063,"Erie County, OH",75136,7484,9.96060477,26.05
2064,"Fairfield County, OH",152910,13400,8.763324832,20.61
2065,"Fayette County, OH",28645,860,3.002269157,22.91
2066,"Franklin County, OH",1275333,351272,27.54355137,26.18
2067,"Fulton County, OH",42305,513,1.212622621,20.6
2068,"Gallia County, OH",30195,1076,3.563503891,27.2
2069,"Geauga County, OH",93961,1889,2.010408574,20.4
2070,"Greene County, OH",165811,17028,10.26952373,22.07
2071,"Guernsey County, OH",39274,713,1.815450425,26.54
2072,"Hamilton County, OH",812037,231326,28.48712559,26.59
2073,"Hancock County, OH",75690,2652,3.503765359,20.3
2074,"Hardin County, OH",31542,452,1.433009955,20.94
2075,"Harrison County, OH",15307,429,2.802639315,23.86
2076,"Henry County, OH",27316,391,1.431395519,21.09
2077,"Highland County, OH",43007,1018,2.367056526,22.69
2078,"Hocking County, OH",28495,337,1.182663625,22.58
2079,"Holmes County, OH",43859,147,0.33516496,25.78
2080,"Huron County, OH",58457,1066,1.823562619,19.12
2081,"Jackson County, OH",32524,282,0.867052023,22.93
2082,"Jefferson County, OH",66886,4094,6.120862363,27.69
2083,"Knox County, OH",61215,1049,1.71363228,24.05
2084,"Lake County, OH",230052,12586,5.470937006,23.8
2085,"Lawrence County, OH",60622,1605,2.647553693,25.76
2086,"Licking County, OH",172293,8823,5.120927722,20.39
2087,"Logan County, OH",45307,1223,2.699362129,20.11
2088,"Lorain County, OH",306713,30647,9.992077284,24.84
2089,"Lucas County, OH",432379,90835,21.00818957,29.27
2090,"Madison County, OH",43988,3244,7.374738565,18
2091,"Mahoning County, OH",231064,37599,16.27211508,23.83
2092,"Marion County, OH",65344,4311,6.597392262,26.78
2093,"Medina County, OH",177257,5038,2.842200872,17.25
2094,"Meigs County, OH",23160,367,1.58462867,23.62
2095,"Mercer County, OH",40806,610,1.494878204,21.26
2096,"Miami County, OH",104800,3744,3.572519084,21.9
2097,"Monroe County, OH",14090,101,0.71682044,26.74
2098,"Montgomery County, OH",532034,122047,22.93969934,28.11
2099,"Morgan County, OH",14702,724,4.924500068,26.64
2100,"Morrow County, OH",34976,426,1.217978042,22.46
2101,"Muskingum County, OH",86076,3195,3.711836052,22.96
2102,"Noble County, OH",14443,840,5.815966212,31.44
2103,"Ottawa County, OH",40709,635,1.55985163,25.37
2104,"Paulding County, OH",18872,267,1.414794404,20.43
2105,"Perry County, OH",35985,315,0.875364735,21.17
2106,"Pickaway County, OH",57420,2439,4.247648903,20.94
2107,"Pike County, OH",28214,451,1.5984972,25.9
2108,"Portage County, OH",162644,10215,6.280588279,18.64
2109,"Preble County, OH",41207,535,1.2983231,20.88
2110,"Putnam County, OH",33969,210,0.618210722,15.72
2111,"Richland County, OH",121324,10770,8.877056477,25.73
2112,"Ross County, OH",77051,4563,5.922051628,26.2
2113,"Sandusky County, OH",59299,2121,3.576788816,22.23
2114,"Scioto County, OH",76377,2811,3.680427354,26.07
2115,"Seneca County, OH",55475,2031,3.661108607,20.91
2116,"Shelby County, OH",48797,1942,3.979752854,20.53
2117,"Stark County, OH",373475,31270,8.372715711,23.82
2118,"Summit County, OH",541810,97207,17.94116019,26.2
2119,"Trumbull County, OH",201794,18078,8.95864099,25.69
2120,"Tuscarawas County, OH",92526,1327,1.434191471,23.53
2121,"Union County, OH",55654,3695,6.639235275,13.66
2122,"Van Wert County, OH",28281,497,1.757363601,19.27
2123,"Vinton County, OH",13111,99,0.755091145,30.01
2124,"Warren County, OH",226564,20230,8.929044332,15.9
2125,"Washington County, OH",60671,1475,2.431145028,24.97
2126,"Wayne County, OH",116208,3163,2.721843591,21.33
2127,"Williams County, OH",36936,732,1.981806368,21.4
2128,"Wood County, OH",129936,5904,4.543775397,18.47
2129,"Wyandot County, OH",22107,308,1.393223866,20.01
2130,"Adair County, OK",22113,9986,45.15895627,34.71
2131,"Alfalfa County, OK",5857,322,5.497695066,25.96
2132,"Atoka County, OK",13874,2077,14.97044832,29.58
2133,"Beaver County, OK",5415,114,2.105263158,26.46
2134,"Beckham County, OK",22621,1481,6.547013837,22.58
2135,"Blaine County, OK",9634,1113,11.55283371,27.87
2136,"Bryan County, OK",45759,8104,17.71017723,26.92
2137,"Caddo County, OK",29342,7819,26.6478086,27.15
2138,"Canadian County, OK",136710,13331,9.751298369,19.66
2139,"Carter County, OK",48406,7511,15.51667149,25.57
2140,"Cherokee County, OK",48599,17780,36.58511492,28.73
2141,"Choctaw County, OK",14886,4008,26.92462717,32.41
2142,"Cimarron County, OK",2189,19,0.867976245,28.11
2143,"Cleveland County, OK",276733,36267,13.10541208,23.83
2144,"Coal County, OK",5618,701,12.47775009,34.17
2145,"Comanche County, OK",122561,30655,25.01203482,25.37
2146,"Cotton County, OK",5929,702,11.84010794,24.97
2147,"Craig County, OK",14493,3802,26.23335403,28.17
2148,"Creek County, OK",71160,10013,14.07110736,25.81
2149,"Custer County, OK",29209,2266,7.757882844,26.93
2150,"Delaware County, OK",42112,10266,24.37784954,35.52
2151,"Dewey County, OK",4918,145,2.948352989,27.89
2152,"Ellis County, OK",4072,117,2.873280943,29.06
2153,"Garfield County, OK",62190,4985,8.01575816,24.15
2154,"Garvin County, OK",27823,2265,8.140746864,28.05
2155,"Grady County, OK",54733,4108,7.50552683,22.1
2156,"Grant County, OK",4418,93,2.105024898,28.54
2157,"Greer County, OK",5943,683,11.4925122,22.12
2158,"Harmon County, OK",2721,269,9.886071297,28.12
2159,"Harper County, OK",3847,17,0.441902781,21.62
2160,"Haskell County, OK",12704,1694,13.33438287,31.34
2161,"Hughes County, OK",13460,3574,26.55274889,29.54
2162,"Jackson County, OK",25384,2542,10.01418216,29.78
2163,"Jefferson County, OK",6223,482,7.745460389,30.67
2164,"Johnston County, OK",11041,960,8.694864596,29.82
2165,"Kay County, OK",44880,5020,11.18538324,27.9
2166,"Kingfisher County, OK",15618,729,4.667691126,26.66
2167,"Kiowa County, OK",9001,776,8.621264304,31.12
2168,"Latimer County, OK",10495,2359,22.47737018,31.33
2169,"Le Flore County, OK",49909,6753,13.53062574,30.27
2170,"Lincoln County, OK",34854,3449,9.895564354,27.2
2171,"Logan County, OK",46044,5807,12.61184954,22.84
2172,"Love County, OK",9933,876,8.819087889,26.65
2173,"McClain County, OK",38634,2700,6.988662836,22.77
2174,"McCurtain County, OK",32966,7753,23.51817024,31.31
2175,"McIntosh County, OK",19819,3719,18.76482164,34.56
2176,"Major County, OK",7718,229,2.96708992,21.81
2177,"Marshall County, OK",16376,1505,9.190278456,33.38
2178,"Mayes County, OK",40980,7470,18.2284041,27.22
2179,"Murray County, OK",13875,1666,12.00720721,30.34
2180,"Muskogee County, OK",69084,20545,29.73915813,25.82
2181,"Noble County, OK",11411,879,7.703093506,27.34
2182,"Nowata County, OK",10383,1939,18.67475681,28.48
2183,"Okfuskee County, OK",12115,2548,21.03177879,35.33
2184,"Oklahoma County, OK",782051,166778,21.32571917,30.65
2185,"Okmulgee County, OK",38889,8730,22.44850729,30.01
2186,"Osage County, OK",47311,11737,24.80818414,29.9
2187,"Ottawa County, OK",31566,6084,19.2739023,33.09
2188,"Pawnee County, OK",16428,2213,13.47090334,27.47
2189,"Payne County, OK",81512,10691,13.11586024,22.26
2190,"Pittsburg County, OK",44382,4476,10.08516966,30.2
2191,"Pontotoc County, OK",38358,5176,13.49392565,24.79
2192,"Pottawatomie County, OK",72000,13454,18.68611111,26.6
2193,"Pushmataha County, OK",11119,1669,15.01034266,33.87
2194,"Roger Mills County, OK",3708,127,3.425026969,31.6
2195,"Rogers County, OK",90814,13614,14.99108067,21.88
2196,"Seminole County, OK",25071,6201,24.73375613,27.86
2197,"Sequoyah County, OK",41359,9439,22.82211852,32.37
2198,"Stephens County, OK",43983,3414,7.762089898,26.67
2199,"Texas County, OK",21121,1717,8.129349936,26.72
2200,"Tillman County, OK",7515,804,10.69860279,26.7
2201,"Tulsa County, OK",642781,117141,18.22409188,27.63
2202,"Wagoner County, OK",77850,10559,13.56326268,23.72
2203,"Washington County, OK",52001,8120,15.61508433,24.97
2204,"Washita County, OK",11432,296,2.589223233,26.71
2205,"Woods County, OK",9127,447,4.8975567,22.03
2206,"Woodward County, OK",20967,618,2.947488911,24.77
2207,"Baker County, OR",15984,546,3.415915916,30.01
2208,"Benton County, OR",89780,8080,8.999777233,21.7
2209,"Clackamas County, OR",405788,25042,6.171202697,21.48
2210,"Clatsop County, OR",38562,1031,2.673616514,24.4
2211,"Columbia County, OR",50851,1438,2.827869658,21.43
2212,"Coos County, OR",63308,2771,4.377013963,26.48
2213,"Crook County, OR",22337,445,1.992210234,23.93
2214,"Curry County, OR",22507,678,3.012396143,30.62
2215,"Deschutes County, OR",180640,4197,2.323405669,19.76
2216,"Douglas County, OR",108323,3092,2.854426114,25.83
2217,"Gilliam County, OR",1907,104,5.453592029,26.35
2218,"Grant County, OR",7183,158,2.199638034,32.53
2219,"Harney County, OR",7228,159,2.199778639,29.96
2220,"Hood River County, OR",23131,639,2.76252648,23.15
2221,"Jackson County, OR",214267,7189,3.355159684,25.95
2222,"Jefferson County, OR",23143,4265,18.42889859,26.45
2223,"Josephine County, OR",85481,2283,2.670768943,27.08
2224,"Klamath County, OR",66310,3852,5.80907857,27.69
2225,"Lake County, OR",7843,329,4.194823409,30.47
2226,"Lane County, OR",368882,18643,5.053919682,27.9
2227,"Lincoln County, OR",47881,2332,4.870407886,28.34
2228,"Linn County, OR",122870,3086,2.511597624,24.5
2229,"Malheur County, OR",30431,1102,3.62130722,28.46
2230,"Marion County, OR",335553,17444,5.198582638,28.34
2231,"Morrow County, OR",11215,290,2.585822559,23.92
2232,"Multnomah County, OR",798647,113563,14.2194236,26.53
2233,"Polk County, OR",81427,4378,5.376594987,22.63
2234,"Sherman County, OR",1605,40,2.492211838,22.19
2235,"Tillamook County, OR",26076,572,2.193587974,26.84
2236,"Umatilla County, OR",76898,4007,5.21079872,24.02
2237,"Union County, OR",26028,1131,4.345320424,26.18
2238,"Wallowa County, OR",6924,118,1.704217215,26.39
2239,"Wasco County, OR",25866,1342,5.188278048,24.75
2240,"Washington County, OR",581821,77018,13.23740463,23
2241,"Wheeler County, OR",1426,16,1.122019635,35.69
2242,"Yamhill County, OR",103820,3886,3.74301676,24.28
2243,"Adams County, PA",102023,2251,2.206365231,22.62
2244,"Allegheny County, PA",1225561,204370,16.67562855,26.73
2245,"Armstrong County, PA",66331,803,1.210595348,23.96
2246,"Beaver County, PA",166896,10960,6.566963858,24.36
2247,"Bedford County, PA",48611,503,1.034745222,22.54
2248,"Berks County, PA",416642,30628,7.351155188,26.67
2249,"Blair County, PA",123842,2971,2.399024564,27.96
2250,"Bradford County, PA",61304,730,1.190786898,22.1
2251,"Bucks County, PA",626370,55660,8.886121621,21.19
2252,"Butler County, PA",186566,4233,2.268902158,19.98
2253,"Cambria County, PA",134550,5231,3.887774062,27.35
2254,"Cameron County, PA",4686,63,1.344430218,26.2
2255,"Carbon County, PA",63931,1623,2.538674508,24.27
2256,"Centre County, PA",161443,16844,10.43340374,21.2
2257,"Chester County, PA",517156,58160,11.24612303,18.38
2258,"Clarion County, PA",38827,740,1.905890231,23.78
2259,"Clearfield County, PA",80216,2827,3.524234567,25.09
2260,"Clinton County, PA",39074,1026,2.625786968,24.15
2261,"Columbia County, PA",66220,2069,3.124433706,25.12
2262,"Crawford County, PA",86164,2031,2.357132909,25.28
2263,"Cumberland County, PA",247433,19847,8.021161284,21.22
2264,"Dauphin County, PA",274515,64863,23.62821704,26.91
2265,"Delaware County, PA",563527,153159,27.1786445,28.54
2266,"Elk County, PA",30608,403,1.316649242,22.1
2267,"Erie County, PA",275972,25382,9.197309872,27.59
2268,"Fayette County, PA",132289,6020,4.550642911,24.05
2269,"Forest County, PA",7351,2251,30.62168412,35.39
2270,"Franklin County, PA",153751,7386,4.803871194,23.49
2271,"Fulton County, PA",14506,388,2.674755274,21.47
2272,"Greene County, PA",37144,1383,3.723346974,26.17
2273,"Huntingdon County, PA",45421,2784,6.129323441,23.2
2274,"Indiana County, PA",85755,3002,3.500670515,24.95
2275,"Jefferson County, PA",44084,461,1.045730877,23.45
2276,"Juniata County, PA",24562,379,1.543033955,21.98
2277,"Lackawanna County, PA",211454,11778,5.57000577,28.37
2278,"Lancaster County, PA",538347,35688,6.62918155,24.45
2279,"Lawrence County, PA",87382,3716,4.252592067,27.77
2280,"Lebanon County, PA",138674,5422,3.909889381,26.29
2281,"Lehigh County, PA",362613,38733,10.68163579,27.84
2282,"Luzerne County, PA",317884,19435,6.113865435,30.49
2283,"Lycoming County, PA",114859,6527,5.68261956,23.3
2284,"McKean County, PA",41806,1269,3.035449457,
2285,"Mercer County, PA",112630,7289,6.47163278,27.58
2286,"Mifflin County, PA",46362,554,1.194944135,28.24
2287,"Monroe County, PA",167586,28825,17.20012412,19.36
2288,"Montgomery County, PA",821301,137283,16.715309,21.79
2289,"Montour County, PA",18294,1195,6.532196349,26.78
2290,"Northampton County, PA",301778,25908,8.585118862,26.09
2291,"Northumberland County, PA",92325,3113,3.371784457,29.61
2292,"Perry County, PA",45924,699,1.522079958,21.28
2293,"Philadelphia County, PA",1575522,785310,49.84443251,39.1
2294,"Pike County, PA",55498,4383,7.897581895,23.32
2295,"Potter County, PA",16937,165,0.9741985,25.16
2296,"Schuylkill County, PA",143555,5376,3.744906134,27.03
2297,"Snyder County, PA",40466,702,1.7347897,20.44
2298,"Somerset County, PA",74949,2322,3.098106713,24.64
2299,"Sullivan County, PA",6177,240,3.885381253,29.68
2300,"Susquehanna County, PA",41340,492,1.190130624,23.24
2301,"Tioga County, PA",41226,562,1.363217387,24.36
2302,"Union County, PA",45114,3977,8.815445316,26.35
2303,"Venango County, PA",52376,637,1.216205896,26.27
2304,"Warren County, PA",40035,453,1.131509929,24.57
2305,"Washington County, PA",207547,8707,4.195194342,21.75
2306,"Wayne County, PA",51536,2106,4.086463831,24.69
2307,"Westmoreland County, PA",354751,12149,3.424655604,23.06
2308,"Wyoming County, PA",27588,341,1.236044657,21.81
2309,"York County, PA",444014,33378,7.517330535,22.01
2310,"Bristol County, RI",48900,1734,3.54601227,20.88
2311,"Kent County, RI",163861,7420,4.528228193,20.54
2312,"Newport County, RI",83075,5272,6.346072826,23.84
2313,"Providence County, RI",634533,91554,14.428564,32
2314,"Washington County, RI",126242,5284,4.185611762,18.91
2315,"Abbeville County, SC",24657,6841,27.74465669,28.07
2316,"Aiken County, SC",166926,43595,26.11636294,24.09
2317,"Allendale County, SC",9214,7013,76.11243759,34.23
2318,"Anderson County, SC",195995,33267,16.97339218,23.5
2319,"Bamberg County, SC",14600,9044,61.94520548,33.63
2320,"Barnwell County, SC",21577,9978,46.24368541,28.81
2321,"Beaufort County, SC",182658,36043,19.73250556,30.49
2322,"Berkeley County, SC",209065,55786,26.68356731,23.27
2323,"Calhoun County, SC",14713,6169,41.92890641,28.59
2324,"Charleston County, SC",394708,114221,28.93810108,24.25
2325,"Cherokee County, SC",56711,11843,20.88307383,23.33
2326,"Chester County, SC",32326,12130,37.52397451,28.07
2327,"Chesterfield County, SC",46024,15363,33.38041022,29.47
2328,"Clarendon County, SC",34017,16647,48.93729606,32.15
2329,"Colleton County, SC",37568,14947,39.78652044,27.23
2330,"Darlington County, SC",67253,27948,41.55651049,28.84
2331,"Dillon County, SC",30871,15592,50.50694827,30.63
2332,"Dorchester County, SC",155474,43191,27.78020762,20.59
2333,"Edgefield County, SC",26769,9936,37.11756136,28.8
2334,"Fairfield County, SC",22712,12926,56.9126453,32.82
2335,"Florence County, SC",138561,61191,44.16177712,25.18
2336,"Georgetown County, SC",61605,19659,31.91137083,33.57
2337,"Greenville County, SC",498402,104456,20.95818235,21.56
2338,"Greenwood County, SC",70264,23129,32.91728339,28.73
2339,"Hampton County, SC",19807,10746,54.25354673,30.96
2340,"Horry County, SC",320915,50110,15.61472664,28.21
2341,"Jasper County, SC",27900,12198,43.72043011,28.76
2342,"Kershaw County, SC",64361,15809,24.56301176,24.74
2343,"Lancaster County, SC",89546,20389,22.76930293,27.07
2344,"Laurens County, SC",66710,16928,25.37550592,29.11
2345,"Lee County, SC",17606,11580,65.77303192,31.99
2346,"Lexington County, SC",286316,47872,16.71998771,20.71
2347,"McCormick County, SC",9606,4560,47.47033104,44.04
2348,"Marion County, SC",31562,18327,58.06666244,31.47
2349,"Marlboro County, SC",27131,14625,53.90512698,37.27
2350,"Newberry County, SC",38068,12243,32.16087002,29.09
2351,"Oconee County, SC",76696,6294,8.206425368,29.07
2352,"Orangeburg County, SC",88454,55651,62.91518756,30.41
2353,"Pickens County, SC",122746,10950,8.920860965,21.72
2354,"Richland County, SC",408263,203016,49.72676926,22.25
2355,"Saluda County, SC",20299,5162,25.42982413,29.99
2356,"Spartanburg County, SC",302195,69069,22.85577194,22.75
2357,"Sumter County, SC",106995,52001,48.60133651,25.58
2358,"Union County, SC",27644,8699,31.46794965,29.15
2359,"Williamsburg County, SC",31794,20850,65.57841102,29.65
2360,"York County, SC",258641,56140,21.70576204,19.3
2361,"Aurora County, SD",2759,132,4.784342153,19.82
2362,"Beadle County, SD",18374,2113,11.49994558,24.36
2363,"Bennett County, SD",3437,1842,53.59324993,27.97
2364,"Bon Homme County, SD",6969,576,8.265174344,20.28
2365,"Brookings County, SD",34239,1883,5.499576506,18.9
2366,"Brown County, SD",38840,3204,8.2492276,21.84
2367,"Brule County, SD",5256,603,11.47260274,31.13
2368,"Buffalo County, SD",2053,1781,86.75109596,35.27
2369,"Butte County, SD",10177,303,2.977301759,23.8
2370,"Campbell County, SD",1435,6,0.418118467,25.64
2371,"Charles Mix County, SD",9344,2968,31.76369863,27.54
2372,"Clark County, SD",3673,86,2.341410291,23.91
2373,"Clay County, SD",13925,1072,7.698384201,21.99
2374,"Codington County, SD",27993,945,3.375843961,25.37
2375,"Corson County, SD",4168,2878,69.04990403,30.97
2376,"Custer County, SD",8573,369,4.304210895,28.38
2377,"Davison County, SD",19901,659,3.311391387,25.56
2378,"Day County, SD",5506,631,11.46022521,26.81
2379,"Deuel County, SD",4306,1,0.023223409,20.77
2380,"Dewey County, SD",5779,4540,78.56030455,31.54
2381,"Douglas County, SD",2930,67,2.28668942,22.62
2382,"Edmunds County, SD",3940,43,1.091370558,19.78
2383,"Fall River County, SD",6774,542,8.001180986,26.52
2384,"Faulk County, SD",2322,101,4.349698536,24.74
2385,"Grant County, SD",7217,227,3.145351254,20.61
2386,"Gregory County, SD",4201,359,8.545584385,28.13
2387,"Haakon County, SD",2082,61,2.92987512,32.69
2388,"Hamlin County, SD",6000,61,1.016666667,18.72
2389,"Hand County, SD",3301,21,0.636170857,22.13
2390,"Hanson County, SD",3397,1,0.029437739,13.51
2391,"Harding County, SD",1311,72,5.491990847,22.37
2392,"Hughes County, SD",17617,2327,13.20883238,21.34
2393,"Hutchinson County, SD",7315,177,2.419685578,24.24
2394,"Hyde County, SD",1331,167,12.54695718,19.97
2395,"Jackson County, SD",3287,1853,56.37359294,36.65
2396,"Jerauld County, SD",2029,21,1.034992607,23.98
2397,"Jones County, SD",735,10,1.360544218,23.17
2398,"Kingsbury County, SD",4967,19,0.382524663,23.05
2399,"Lake County, SD",12574,362,2.878956577,23.56
2400,"Lawrence County, SD",25234,1149,4.55338036,24.7
2401,"Lincoln County, SD",54914,1578,2.87358415,15.29
2402,"Lyman County, SD",3869,1597,41.27681571,29.9
2403,"McCook County, SD",5511,71,1.288332426,22.85
2404,"McPherson County, SD",2364,93,3.934010152,34.52
2405,"Marshall County, SD",4895,378,7.722165475,22.02
2406,"Meade County, SD",27424,1747,6.370332555,17.67
2407,"Mellette County, SD",2055,1200,58.39416058,44.91
2408,"Miner County, SD",2229,33,1.480484522,22.86
2409,"Minnehaha County, SD",186749,18582,9.950254084,22.63
2410,"Moody County, SD",6506,996,15.30894559,20.11
2411,"Oglala Lakota County, SD",14335,13269,92.56365539,39.18
2412,"Pennington County, SD",109294,12356,11.30528666,25.95
2413,"Perkins County, SD",2907,63,2.167182663,18.79
2414,"Potter County, SD",2326,75,3.224419604,23.56
2415,"Roberts County, SD",10285,3895,37.87068546,30.55
2416,"Sanborn County, SD",2388,30,1.256281407,23.43
2417,"Spink County, SD",6543,129,1.971572673,18.6
2418,"Stanley County, SD",2997,325,10.84417751,19.23
2419,"Sully County, SD",1331,17,1.277235162,22.2
2420,"Todd County, SD",10146,8517,83.94441159,45.15
2421,"Tripp County, SD",5468,701,12.82004389,24.81
2422,"Turner County, SD",8264,82,0.992255566,20.57
2423,"Union County, SD",15177,431,2.839823417,15.01
2424,"Walworth County, SD",5510,885,16.06170599,30.12
2425,"Yankton County, SD",22717,1118,4.921424484,24.4
2426,"Ziebach County, SD",2814,2125,75.51528074,33.84
2427,"Anderson County, TN",75775,3896,5.141537446,25.8
2428,"Bedford County, TN",47558,3630,7.632785231,25.38
2429,"Benton County, TN",16112,614,3.81082423,30.67
2430,"Bledsoe County, TN",14602,904,6.190932749,31.59
2431,"Blount County, TN",128443,4885,3.803243462,23.69
2432,"Bradley County, TN",104557,6472,6.189925113,24.01
2433,"Campbell County, TN",39687,444,1.118754252,29.29
2434,"Cannon County, TN",13976,272,1.946193475,24.85
2435,"Carroll County, TN",28018,3122,11.14283675,28.42
2436,"Carter County, TN",56391,1272,2.255679098,27.51
2437,"Cheatham County, TN",39929,828,2.073680783,21.24
2438,"Chester County, TN",17150,1869,10.89795918,25.75
2439,"Claiborne County, TN",31613,699,2.21111568,29.86
2440,"Clay County, TN",7686,346,4.501691387,31.97
2441,"Cocke County, TN",35336,1037,2.934684175,29.31
2442,"Coffee County, TN",54531,2031,3.724486989,23.67
2443,"Crockett County, TN",14499,1993,13.74577557,28.89
2444,"Cumberland County, TN",58634,860,1.46672579,33.63
2445,"Davidson County, TN",684017,213326,31.18723657,26.34
2446,"Decatur County, TN",11683,485,4.151330994,28.47
2447,"DeKalb County, TN",19601,494,2.520279578,28.03
2448,"Dickson County, TN",51988,2655,5.106947757,23.59
2449,"Dyer County, TN",37576,5427,14.4427294,26.95
2450,"Fayette County, TN",39692,11500,28.97309281,28.88
2451,"Fentress County, TN",17994,174,0.966988996,26.82
2452,"Franklin County, TN",41512,2461,5.928406244,28.59
2453,"Gibson County, TN",49175,9138,18.58261312,27.34
2454,"Giles County, TN",29167,3072,10.53245106,26.65
2455,"Grainger County, TN",23013,257,1.116760092,29.59
2456,"Greene County, TN",68669,1929,2.809127845,28.66
2457,"Grundy County, TN",13331,238,1.78531243,28.12
2458,"Hamblen County, TN",63740,3678,5.770316912,29.51
2459,"Hamilton County, TN",357546,77491,21.6730155,24.56
2460,"Hancock County, TN",6585,107,1.624905087,32.37
2461,"Hardeman County, TN",25562,10889,42.59838823,31.2
2462,"Hardin County, TN",25771,1265,4.908618214,29.43
